equipmentid,facilityid,areaid,equipmentname,equipmenttype,brand,model,serialnumber,purchasedate,purchaseprice,warrantyexpiry,status
EQ1116,FAC005,AR049,Rowing Machine #4,Cardio,NordicTrack,RowingMachine-804,B904A72E-A96,2024-01-12,1978,2026-01-11,Active
EQ1117,FAC005,AR049,Rowing Machine #5,Cardio,Cybex,RowingMachine-491,281A0E27-081,2022-03-16,1362,2025-03-15,Active
EQ1118,FAC005,AR049,StairMaster #1,Cardio,StairMaster,StairMaster-987,7929C251-A34,2024-01-25,4666,2027-01-24,Maintenance
EQ1119,FAC005,AR049,StairMaster #2,Cardio,Schwinn,StairMaster-430,944B1D6F-894,2022-03-04,3567,2023-03-04,Out of Service
EQ1120,FAC005,AR049,StairMaster #3,Cardio,Life Fitness,StairMaster-729,65BE8C25-387,2025-06-14,4828,2028-06-13,Active
EQ1121,FAC005,AR050,Bench Press #1,Strength,Technogym,BenchPress-683,6718C640-F58,2021-08-26,2478,2024-08-25,Active
EQ1122,FAC005,AR050,Bench Press #2,Strength,Bowflex,BenchPress-293,D6F50F4E-4DF,2024-01-08,2145,2026-01-07,Active
EQ1123,FAC005,AR050,Bench Press #3,Strength,Matrix,BenchPress-780,898C066B-2A6,2021-04-11,2518,2024-04-10,Active
EQ1124,FAC005,AR050,Bench Press #4,Strength,Life Fitness,BenchPress-699,96FBC833-67B,2023-08-06,2873,2026-08-05,Active
EQ1125,FAC005,AR050,Bench Press #5,Strength,NordicTrack,BenchPress-906,F4E7CACA-FE4,2022-10-05,2301,2024-10-04,Active
EQ1126,FAC005,AR050,Bench Press #6,Strength,Precor,BenchPress-124,2F520329-351,2023-01-08,1566,2024-01-08,Active
EQ1127,FAC005,AR050,Squat Rack #1,Strength,NordicTrack,SquatRack-552,8317934D-91C,2021-01-18,3148,2022-01-18,Active
EQ1128,FAC005,AR050,Squat Rack #2,Strength,StairMaster,SquatRack-906,147AE4DC-FF5,2025-04-23,4003,2026-04-23,Active
EQ1129,FAC005,AR050,Cable Machine #1,Strength,Matrix,CableMachine-699,32F98A89-E36,2022-02-05,3927,2023-02-05,Active
EQ1130,FAC005,AR050,Cable Machine #2,Strength,Life Fitness,CableMachine-744,F9B3EBC0-E2B,2025-07-12,3037,2026-07-12,Active
EQ1131,FAC005,AR050,Cable Machine #3,Strength,Technogym,CableMachine-813,EA63FE8C-AF6,2025-03-30,6142,2028-03-29,Active
EQ1132,FAC005,AR050,Cable Machine #4,Strength,Life Fitness,CableMachine-825,0C03008A-724,2023-01-02,6888,2025-01-01,Active
EQ1133,FAC005,AR050,Cable Machine #5,Strength,TRX,CableMachine-417,CA90239C-D45,2023-04-03,4050,2026-04-02,Out of Service
EQ1134,FAC005,AR050,Cable Machine #6,Strength,TRX,CableMachine-593,E96AF0EA-38E,2021-12-25,3622,2024-12-24,Active
EQ1135,FAC005,AR050,Cable Machine #7,Strength,Schwinn,CableMachine-157,5C167BB7-942,2022-04-22,5867,2025-04-21,Out of Service
EQ1136,FAC005,AR050,Leg Press #1,Strength,Matrix,LegPress-253,49895C23-69B,2023-03-06,7936,2026-03-05,Out of Service
EQ1137,FAC005,AR050,Leg Press #2,Strength,NordicTrack,LegPress-976,4D4F0096-F79,2021-06-02,7471,2024-06-01,Active
EQ1138,FAC005,AR050,Smith Machine #1,Strength,StairMaster,SmithMachine-486,9A6F9D11-362,2022-05-09,5279,2024-05-08,Active
EQ1139,FAC005,AR050,Smith Machine #2,Strength,Bowflex,SmithMachine-959,EE067AA3-AF9,2022-05-10,5588,2023-05-10,Active
EQ1140,FAC005,AR056,Sound System #1,Studio Equipment,Life Fitness,SoundSystem-289,096C9600-03B,2021-09-26,2547,2022-09-26,Active
EQ1141,FAC005,AR056,Mirrors #1,Studio Equipment,Schwinn,Mirrors-679,50D7E0BD-ABC,2025-03-28,358,2028-03-27,Active
EQ1142,FAC005,AR056,Mirrors #2,Studio Equipment,Precor,Mirrors-622,AEAF0F84-B7E,2023-03-20,469,2024-03-19,Active
EQ1143,FAC005,AR056,Mirrors #3,Studio Equipment,StairMaster,Mirrors-304,53F16081-5E8,2023-01-29,412,2025-01-28,Maintenance
EQ1144,FAC005,AR056,Mirrors #4,Studio Equipment,TRX,Mirrors-176,D4DCE933-250,2025-08-12,574,2027-08-12,Active
EQ1145,FAC005,AR056,Yoga Mats #1,Studio Equipment,Schwinn,YogaMats-816,9D2227D2-F03,2022-08-20,21,2024-08-19,Active
EQ1146,FAC005,AR056,Yoga Mats #2,Studio Equipment,Precor,YogaMats-718,E99A3639-DE9,2023-09-24,15,2025-09-23,Active
EQ1147,FAC005,AR056,Yoga Mats #3,Studio Equipment,TRX,YogaMats-191,C93F9233-791,2024-06-26,45,2026-06-26,Active
EQ1148,FAC005,AR056,Yoga Mats #4,Studio Equipment,NordicTrack,YogaMats-825,65D460E8-071,2025-01-07,41,2026-01-07,Maintenance
EQ1149,FAC005,AR056,Yoga Mats #5,Studio Equipment,NordicTrack,YogaMats-622,FB109C47-1BB,2022-03-02,44,2023-03-02,Active
EQ1150,FAC005,AR056,Yoga Mats #6,Studio Equipment,TRX,YogaMats-376,AA60E7AD-0D3,2024-12-20,32,2025-12-20,Active
EQ1151,FAC005,AR056,Yoga Mats #7,Studio Equipment,Life Fitness,YogaMats-916,8C85AA56-E2F,2023-07-04,22,2026-07-03,Active
EQ1152,FAC005,AR056,Yoga Mats #8,Studio Equipment,StairMaster,YogaMats-946,FE459B9B-AC6,2025-02-08,41,2028-02-08,Active
EQ1153,FAC005,AR056,Yoga Mats #9,Studio Equipment,TRX,YogaMats-309,7040C315-98B,2024-01-08,46,2025-01-07,Active
EQ1154,FAC005,AR056,Yoga Mats #10,Studio Equipment,Schwinn,YogaMats-991,1C594C05-D66,2023-09-05,45,2024-09-04,Maintenance
EQ1155,FAC005,AR056,Yoga Mats #11,Studio Equipment,Life Fitness,YogaMats-113,2EB6D11C-878,2022-12-24,31,2025-12-23,Active
EQ1156,FAC005,AR056,Yoga Mats #12,Studio Equipment,Technogym,YogaMats-925,B92F72A5-F7E,2022-08-17,44,2024-08-16,Active
EQ1157,FAC005,AR056,Yoga Mats #13,Studio Equipment,NordicTrack,YogaMats-313,59985DEF-E49,2023-07-14,22,2024-07-13,Active
EQ1158,FAC005,AR056,Yoga Mats #14,Studio Equipment,Schwinn,YogaMats-517,6642247E-45A,2022-10-16,26,2023-10-16,Active
EQ1159,FAC005,AR056,Yoga Mats #15,Studio Equipment,StairMaster,YogaMats-385,8C47C87A-3EE,2020-11-01,23,2021-11-01,Active
EQ1160,FAC005,AR056,Yoga Mats #16,Studio Equipment,NordicTrack,YogaMats-495,3CAE6D70-4C4,2023-03-15,19,2026-03-14,Maintenance
EQ1161,FAC005,AR056,Yoga Mats #17,Studio Equipment,TRX,YogaMats-629,7B0DF804-B3B,2021-04-06,33,2022-04-06,Active
EQ1162,FAC005,AR056,Yoga Mats #18,Studio Equipment,Schwinn,YogaMats-338,B618CE2C-D57,2023-05-30,34,2024-05-29,Active
EQ1163,FAC005,AR056,Yoga Mats #19,Studio Equipment,Technogym,YogaMats-214,DD8398CB-B44,2024-02-14,35,2026-02-13,Active
EQ1164,FAC005,AR056,Yoga Mats #20,Studio Equipment,Bowflex,YogaMats-522,C661207E-2CC,2025-08-22,36,2028-08-21,Maintenance
EQ1165,FAC005,AR056,Yoga Mats #21,Studio Equipment,Life Fitness,YogaMats-790,4B84A371-F69,2021-09-24,30,2022-09-24,Active
EQ1166,FAC005,AR056,Yoga Mats #22,Studio Equipment,Schwinn,YogaMats-600,0BAD06AC-3FE,2023-10-04,24,2025-10-03,Maintenance
EQ1167,FAC005,AR056,Yoga Mats #23,Studio Equipment,Matrix,YogaMats-473,472C3F23-785,2021-01-20,39,2023-01-20,Maintenance
EQ1168,FAC005,AR056,Yoga Mats #24,Studio Equipment,Schwinn,YogaMats-887,8A3D74E8-055,2021-03-27,27,2022-03-27,Active
EQ1169,FAC005,AR056,Yoga Mats #25,Studio Equipment,Schwinn,YogaMats-775,ABC4149B-916,2023-11-19,20,2024-11-18,Active
EQ1170,FAC005,AR056,Yoga Mats #26,Studio Equipment,Life Fitness,YogaMats-144,FEB723ED-8A9,2024-08-25,32,2027-08-25,Maintenance
EQ1171,FAC005,AR056,Yoga Mats #27,Studio Equipment,StairMaster,YogaMats-259,865B9853-55A,2021-07-27,29,2022-07-27,Maintenance
EQ1172,FAC005,AR056,Yoga Mats #28,Studio Equipment,Precor,YogaMats-775,EB406E48-4E3,2025-06-05,48,2028-06-04,Active
EQ1173,FAC005,AR056,Yoga Mats #29,Studio Equipment,NordicTrack,YogaMats-865,930E7A49-E26,2022-11-11,26,2024-11-10,Maintenance
EQ1174,FAC005,AR056,Yoga Mats #30,Studio Equipment,Precor,YogaMats-543,69C8A89C-221,2025-03-26,35,2028-03-25,Active
EQ1175,FAC005,AR056,Yoga Mats #31,Studio Equipment,StairMaster,YogaMats-888,296391E9-F9C,2023-01-04,30,2026-01-03,Active
EQ1176,FAC005,AR056,Yoga Mats #32,Studio Equipment,Precor,YogaMats-489,6F2029D9-C45,2022-01-15,20,2025-01-14,Out of Service
EQ1177,FAC005,AR056,Yoga Mats #33,Studio Equipment,StairMaster,YogaMats-848,36162F5F-739,2023-04-06,43,2024-04-05,Active
EQ1178,FAC005,AR056,Yoga Mats #34,Studio Equipment,TRX,YogaMats-736,78A35F4A-55E,2024-10-03,28,2025-10-03,Maintenance
EQ1179,FAC005,AR056,Yoga Mats #35,Studio Equipment,Bowflex,YogaMats-892,ED2D24D7-9CD,2021-09-10,29,2023-09-10,Active
EQ1180,FAC005,AR056,Yoga Mats #36,Studio Equipment,Bowflex,YogaMats-774,4359785B-31A,2024-04-10,31,2026-04-10,Active
EQ1181,FAC005,AR056,Yoga Mats #37,Studio Equipment,Precor,YogaMats-451,49F8DB98-FBC,2024-04-11,18,2025-04-11,Active
EQ1182,FAC005,AR056,Yoga Mats #38,Studio Equipment,Matrix,YogaMats-216,34BC8B3A-D96,2025-08-05,48,2028-08-04,Active
EQ1183,FAC005,AR056,Yoga Mats #39,Studio Equipment,Schwinn,YogaMats-933,64EED9B6-9FF,2025-05-29,39,2026-05-29,Active
EQ1184,FAC005,AR056,Stability Balls #1,Studio Equipment,Technogym,StabilityBalls-954,33BC070B-02E,2023-02-14,32,2024-02-14,Out of Service
EQ1185,FAC005,AR056,Stability Balls #2,Studio Equipment,Precor,StabilityBalls-417,899B4A3A-4E7,2022-03-23,47,2025-03-22,Active
EQ1186,FAC005,AR056,Stability Balls #3,Studio Equipment,Technogym,StabilityBalls-349,8EE4A7B5-105,2020-11-14,31,2023-11-14,Active
EQ1187,FAC005,AR056,Stability Balls #4,Studio Equipment,Matrix,StabilityBalls-520,F980A240-B55,2025-05-13,38,2028-05-12,Active
EQ1188,FAC005,AR056,Stability Balls #5,Studio Equipment,Bowflex,StabilityBalls-734,1D9E2F90-959,2021-08-04,34,2022-08-04,Active
EQ1189,FAC005,AR056,Stability Balls #6,Studio Equipment,Schwinn,StabilityBalls-928,4D5ABC56-940,2024-10-17,31,2025-10-17,Active
EQ1190,FAC005,AR056,Stability Balls #7,Studio Equipment,Bowflex,StabilityBalls-624,66C1DE8E-217,2023-07-16,29,2026-07-15,Active
EQ1191,FAC005,AR056,Stability Balls #8,Studio Equipment,Technogym,StabilityBalls-343,1546AA9C-BA6,2023-03-17,23,2026-03-16,Maintenance
EQ1192,FAC005,AR056,Stability Balls #9,Studio Equipment,Cybex,StabilityBalls-495,B6FB8086-3D1,2023-01-26,31,2026-01-25,Active
EQ1193,FAC005,AR056,Stability Balls #10,Studio Equipment,Schwinn,StabilityBalls-895,44DF2334-977,2024-12-28,40,2025-12-28,Active
EQ1194,FAC005,AR056,Stability Balls #11,Studio Equipment,Schwinn,StabilityBalls-252,C4DA3BFA-390,2023-02-27,40,2024-02-27,Active
EQ1195,FAC005,AR056,Stability Balls #12,Studio Equipment,Cybex,StabilityBalls-782,CB0546CC-820,2025-03-22,27,2028-03-21,Active
EQ1196,FAC005,AR056,Stability Balls #13,Studio Equipment,Matrix,StabilityBalls-507,CF8AD6AC-B4E,2022-05-15,43,2023-05-15,Active
EQ1197,FAC005,AR056,Stability Balls #14,Studio Equipment,Bowflex,StabilityBalls-654,60712C35-15B,2025-05-19,36,2027-05-19,Active
EQ1198,FAC005,AR056,Stability Balls #15,Studio Equipment,TRX,StabilityBalls-846,059DB8CC-F82,2022-10-08,32,2025-10-07,Maintenance
EQ1199,FAC005,AR056,Stability Balls #16,Studio Equipment,Schwinn,StabilityBalls-528,1662576E-12E,2021-04-18,42,2023-04-18,Active
EQ1200,FAC005,AR056,Stability Balls #17,Studio Equipment,Cybex,StabilityBalls-227,6A572835-A87,2020-11-25,20,2021-11-25,Out of Service
EQ1201,FAC005,AR056,Stability Balls #18,Studio Equipment,Technogym,StabilityBalls-638,5AE5BBEE-318,2025-09-21,37,2028-09-20,Out of Service
EQ1202,FAC005,AR056,Stability Balls #19,Studio Equipment,Technogym,StabilityBalls-635,51608637-AD8,2025-08-27,32,2027-08-27,Active
EQ1203,FAC005,AR056,Stability Balls #20,Studio Equipment,Life Fitness,StabilityBalls-359,199863A1-354,2021-09-01,20,2024-08-31,Active
EQ1204,FAC005,AR056,Stability Balls #21,Studio Equipment,TRX,StabilityBalls-226,4B80D95D-70E,2024-06-10,47,2025-06-10,Maintenance
EQ1205,FAC005,AR056,Stability Balls #22,Studio Equipment,Matrix,StabilityBalls-378,B9A0B169-A7B,2024-04-29,56,2025-04-29,Maintenance
