paymentid,memberid,membershipid,amount,paymentdate,paymentmethod,transactionid,paymenttype,status,processeddate
PAY00001921,MEM001295,MS0001688,58.33,2023-01-12,Credit Card,TXN360304963,Monthly Membership,Completed,2023-01-12
PAY00001922,MEM001296,MS0001689,89.98,2021-10-06,Credit Card,TXN625387910,Membership + Registration,Completed,2021-10-06
PAY00001923,MEM001296,MS0001690,119.98,2021-12-14,Cash,TXN807043257,Membership + Registration,Completed,2021-12-14
PAY00001924,MEM001297,MS0001691,119.98,2022-04-08,Credit Card,TXN338060569,Membership + Registration,Completed,2022-04-08
PAY00001925,MEM001297,MS0001692,119.98,2022-07-06,Cash,TXN521873618,Membership + Registration,Completed,2022-07-06
PAY00001926,MEM001298,MS0001693,99.99,2023-01-04,Credit Card,TXN525688370,Monthly Membership,Completed,2023-01-04
PAY00001927,MEM001298,MS0001693,99.99,2023-05-04,Bank Transfer,TXN718501835,Monthly Membership,Completed,2023-05-04
PAY00001928,MEM001298,MS0001693,99.99,2023-09-01,Cash,TXN202040879,Monthly Membership,Completed,2023-09-01
PAY00001929,MEM001299,MS0001694,89.98,2024-06-13,Credit Card,TXN998517764,Membership + Registration,Completed,2024-06-13
PAY00001930,MEM001300,MS0001695,89.98,2020-10-27,Credit Card,TXN976839054,Membership + Registration,Completed,2020-10-27
PAY00001931,MEM001301,MS0001696,58.33,2022-01-07,Debit Card,TXN787344910,Monthly Membership,Completed,2022-01-07
PAY00001932,MEM001301,MS0001696,58.33,2022-07-06,Credit Card,TXN426409015,Monthly Membership,Completed,2022-07-06
PAY00001933,MEM001301,MS0001697,58.33,2023-03-31,Check,TXN665304474,Monthly Membership,Completed,2023-03-31
PAY00001934,MEM001301,MS0001697,58.33,2023-09-27,Debit Card,TXN279276030,Monthly Membership,Completed,2023-09-27
PAY00001935,MEM001302,MS0001698,119.98,2025-05-03,Cash,TXN256028828,Membership + Registration,Completed,2025-05-03
PAY00001936,MEM001303,MS0001699,119.98,2023-01-31,Bank Transfer,TXN158450121,Membership + Registration,Completed,2023-01-31
PAY00001937,MEM001304,MS0001700,89.98,2023-05-22,Credit Card,TXN805706879,Membership + Registration,Completed,2023-05-22
PAY00001938,MEM001305,MS0001701,119.98,2022-08-22,Credit Card,TXN504673836,Membership + Registration,Completed,2022-08-22
PAY00001939,MEM001306,MS0001702,59.99,2022-08-22,Credit Card,TXN280635649,Membership + Registration,Completed,2022-08-22
PAY00001940,MEM001306,MS0001703,59.99,2022-12-01,Debit Card,TXN107312589,Membership + Registration,Completed,2022-12-01
PAY00001941,MEM001307,MS0001704,119.98,2021-09-21,Credit Card,TXN611572682,Membership + Registration,Completed,2021-09-21
PAY00001942,MEM001308,MS0001705,229.98,2023-08-05,Credit Card,TXN173277095,Membership + Registration,Completed,2023-08-05
PAY00001943,MEM001309,MS0001706,119.98,2024-02-25,Bank Transfer,TXN864394590,Membership + Registration,Completed,2024-02-25
PAY00001944,MEM001310,MS0001707,119.98,2021-07-07,Debit Card,TXN661230537,Membership + Registration,Completed,2021-07-07
PAY00001945,MEM001311,MS0001708,89.98,2020-12-14,Credit Card,TXN456795149,Membership + Registration,Completed,2020-12-14
PAY00001946,MEM001312,MS0001709,119.98,2022-02-04,Credit Card,TXN566711056,Membership + Registration,Completed,2022-02-04
PAY00001947,MEM001313,MS0001710,59.99,2023-07-28,Credit Card,TXN513540404,Membership + Registration,Completed,2023-07-28
PAY00001948,MEM001314,MS0001711,119.98,2024-08-26,Credit Card,TXN647037178,Membership + Registration,Completed,2024-08-26
PAY00001949,MEM001315,MS0001712,119.98,2022-11-04,Credit Card,TXN701777267,Membership + Registration,Completed,2022-11-04
PAY00001950,MEM001315,MS0001713,229.98,2023-01-18,Credit Card,TXN858281989,Membership + Registration,Completed,2023-01-18
PAY00001951,MEM001316,MS0001714,54.99,2023-12-16,Debit Card,TXN713152540,Monthly Membership,Completed,2023-12-16
PAY00001952,MEM001317,MS0001715,54.99,2025-05-14,Credit Card,TXN634827839,Monthly Membership,Completed,2025-05-14
PAY00001953,MEM001317,MS0001716,89.98,2025-08-22,Debit Card,TXN756183992,Membership + Registration,Completed,2025-08-22
PAY00001954,MEM001318,MS0001717,25.0,2023-03-01,Credit Card,TXN514084905,Monthly Membership,Completed,2023-03-01
PAY00001955,MEM001319,MS0001718,89.98,2023-12-17,Credit Card,TXN614103799,Membership + Registration,Completed,2023-12-17
PAY00001956,MEM001320,MS0001719,89.98,2025-01-21,Credit Card,TXN826409366,Membership + Registration,Completed,2025-01-21
PAY00001957,MEM001321,MS0001720,54.99,2021-11-07,Credit Card,TXN407714686,Monthly Membership,Completed,2021-11-07
PAY00001958,MEM001322,MS0001721,89.98,2020-10-31,Debit Card,TXN258310242,Membership + Registration,Completed,2020-10-31
PAY00001959,MEM001322,MS0001722,89.98,2021-02-22,Cash,TXN379679453,Membership + Registration,Completed,2021-02-22
PAY00001960,MEM001323,MS0001723,229.98,2025-03-25,Credit Card,TXN610306000,Membership + Registration,Completed,2025-03-25
PAY00001961,MEM001324,MS0001724,229.98,2023-12-25,Debit Card,TXN980401839,Membership + Registration,Completed,2023-12-25
PAY00001962,MEM001325,MS0001725,58.33,2023-03-19,Credit Card,TXN232533647,Monthly Membership,Completed,2023-03-19
PAY00001963,MEM001325,MS0001726,119.98,2024-04-02,Credit Card,TXN298994523,Membership + Registration,Completed,2024-04-02
PAY00001964,MEM001326,MS0001727,59.99,2021-09-14,Credit Card,TXN822357253,Membership + Registration,Completed,2021-09-14
PAY00001965,MEM001327,MS0001728,59.99,2025-04-28,Credit Card,TXN736797441,Membership + Registration,Completed,2025-04-28
PAY00001966,MEM001328,MS0001729,59.99,2024-10-24,Credit Card,TXN409212244,Membership + Registration,Completed,2024-10-24
PAY00001967,MEM001329,MS0001730,89.98,2022-11-08,Credit Card,TXN348471078,Membership + Registration,Completed,2022-11-08
PAY00001968,MEM001330,MS0001731,89.98,2025-04-05,Debit Card,TXN278503699,Membership + Registration,Completed,2025-04-05
PAY00001969,MEM001331,MS0001732,119.98,2024-02-14,Credit Card,TXN719826183,Membership + Registration,Completed,2024-02-14
PAY00001970,MEM001332,MS0001733,119.98,2021-03-07,Credit Card,TXN894739063,Membership + Registration,Completed,2021-03-07
PAY00001971,MEM001333,MS0001734,89.98,2025-05-07,Debit Card,TXN130778919,Membership + Registration,Completed,2025-05-07
PAY00001972,MEM001334,MS0001735,119.98,2022-05-17,Debit Card,TXN886881339,Membership + Registration,Completed,2022-05-17
PAY00001973,MEM001334,MS0001736,54.99,2022-09-10,Credit Card,TXN606899661,Monthly Membership,Completed,2022-09-10
PAY00001974,MEM001334,MS0001737,119.98,2022-11-16,Bank Transfer,TXN479753671,Membership + Registration,Pending,2022-11-23
PAY00001975,MEM001335,MS0001738,89.98,2022-04-01,Credit Card,TXN326146845,Membership + Registration,Completed,2022-04-01
PAY00001976,MEM001336,MS0001739,119.98,2022-03-26,Debit Card,TXN757965252,Membership + Registration,Completed,2022-03-26
PAY00001977,MEM001337,MS0001740,119.98,2021-03-29,Credit Card,TXN687514192,Membership + Registration,Completed,2021-03-29
PAY00001978,MEM001337,MS0001741,54.99,2021-06-26,Credit Card,TXN323391839,Monthly Membership,Completed,2021-06-26
PAY00001979,MEM001338,MS0001742,89.98,2023-06-09,Debit Card,TXN598870878,Membership + Registration,Refunded,2023-06-15
PAY00001980,MEM001338,MS0001743,119.98,2023-09-19,Credit Card,TXN658792348,Membership + Registration,Completed,2023-09-19
PAY00001981,MEM001339,MS0001744,59.99,2025-04-23,Debit Card,TXN887036337,Membership + Registration,Completed,2025-04-23
PAY00001982,MEM001340,MS0001745,229.98,2021-07-16,Bank Transfer,TXN983519846,Membership + Registration,Completed,2021-07-16
PAY00001983,MEM001341,MS0001746,54.99,2023-08-19,Check,TXN697586963,Membership + Registration,Completed,2023-08-19
PAY00001984,MEM001341,MS0001747,89.98,2023-09-29,Credit Card,TXN269084768,Membership + Registration,Completed,2023-09-29
PAY00001985,MEM001342,MS0001748,119.98,2020-12-23,Credit Card,TXN469586195,Membership + Registration,Completed,2020-12-23
PAY00001986,MEM001343,MS0001749,58.33,2024-01-11,Credit Card,TXN663300256,Monthly Membership,Completed,2024-01-11
PAY00001987,MEM001343,MS0001749,58.33,2024-05-10,Debit Card,TXN695132903,Monthly Membership,Completed,2024-05-10
PAY00001988,MEM001343,MS0001749,58.33,2024-09-07,Credit Card,TXN772859739,Monthly Membership,Completed,2024-09-07
PAY00001989,MEM001344,MS0001750,54.99,2021-05-16,Debit Card,TXN413162291,Monthly Membership,Completed,2021-05-16
PAY00001990,MEM001345,MS0001751,229.98,2021-07-09,Bank Transfer,TXN263836322,Membership + Registration,Completed,2021-07-09
PAY00001991,MEM001346,MS0001752,229.98,2024-07-30,Debit Card,TXN752269053,Membership + Registration,Completed,2024-07-30
PAY00001992,MEM001347,MS0001753,54.99,2022-04-07,Credit Card,TXN572630868,Monthly Membership,Completed,2022-04-07
PAY00001993,MEM001348,MS0001754,58.33,2024-01-12,Debit Card,TXN734919261,Monthly Membership,Completed,2024-01-12
PAY00001994,MEM001348,MS0001754,58.33,2024-07-10,Cash,TXN111814265,Monthly Membership,Completed,2024-07-10
PAY00001995,MEM001349,MS0001755,119.98,2022-07-11,Credit Card,TXN992558347,Membership + Registration,Completed,2022-07-11
PAY00001996,MEM001349,MS0001756,229.98,2022-10-23,Credit Card,TXN100445293,Membership + Registration,Completed,2022-10-23
PAY00001997,MEM001350,MS0001757,229.98,2024-04-26,Debit Card,TXN452462897,Membership + Registration,Completed,2024-04-26
PAY00001998,MEM001351,MS0001758,119.98,2022-07-04,Debit Card,TXN177542838,Membership + Registration,Completed,2022-07-04
PAY00001999,MEM001352,MS0001759,89.98,2024-09-28,Debit Card,TXN189826045,Membership + Registration,Completed,2024-09-28
PAY00002000,MEM001353,MS0001760,119.98,2024-06-10,Credit Card,TXN821774128,Membership + Registration,Completed,2024-06-10
PAY00002001,MEM001353,MS0001761,54.99,2024-08-22,Debit Card,TXN546029120,Monthly Membership,Completed,2024-08-22
PAY00002002,MEM001354,MS0001762,89.98,2021-12-21,Cash,TXN119700609,Membership + Registration,Completed,2021-12-21
PAY00002003,MEM001355,MS0001763,59.99,2025-09-21,Credit Card,TXN795244350,Membership + Registration,Completed,2025-09-21
PAY00002004,MEM001356,MS0001764,99.99,2023-10-24,Debit Card,TXN822969679,Monthly Membership,Completed,2023-10-24
PAY00002005,MEM001357,MS0001765,99.99,2023-11-08,Debit Card,TXN371464946,Monthly Membership,Completed,2023-11-08
PAY00002006,MEM001357,MS0001765,99.99,2024-03-07,Credit Card,TXN112596858,Monthly Membership,Completed,2024-03-07
PAY00002007,MEM001357,MS0001765,99.99,2024-07-05,Credit Card,TXN136202014,Monthly Membership,Completed,2024-07-05
PAY00002008,MEM001358,MS0001766,119.98,2025-08-04,Debit Card,TXN480755856,Membership + Registration,Completed,2025-08-04
PAY00002009,MEM001358,MS0001767,119.98,2025-09-11,Credit Card,TXN943193766,Membership + Registration,Completed,2025-09-11
PAY00002010,MEM001359,MS0001768,119.98,2022-07-27,Debit Card,TXN170539989,Membership + Registration,Completed,2022-07-27
PAY00002011,MEM001360,MS0001769,58.33,2022-02-07,Credit Card,TXN919545619,Monthly Membership,Completed,2022-02-07
PAY00002012,MEM001360,MS0001769,58.33,2022-06-07,Credit Card,TXN365443015,Monthly Membership,Completed,2022-06-07
PAY00002013,MEM001360,MS0001769,58.33,2022-10-05,Credit Card,TXN101339905,Monthly Membership,Completed,2022-10-05
PAY00002014,MEM001360,MS0001770,229.98,2023-02-19,Bank Transfer,TXN401000100,Membership + Registration,Completed,2023-02-19
PAY00002015,MEM001361,MS0001771,119.98,2021-09-04,Credit Card,TXN405199739,Membership + Registration,Completed,2021-09-04
PAY00002016,MEM001362,MS0001772,119.98,2023-01-16,Debit Card,TXN230830781,Membership + Registration,Completed,2023-01-16
PAY00002017,MEM001363,MS0001773,89.98,2023-11-07,Credit Card,TXN785692485,Membership + Registration,Completed,2023-11-07
PAY00002018,MEM001364,MS0001774,58.33,2023-07-03,Credit Card,TXN749281445,Monthly Membership,Completed,2023-07-03
PAY00002019,MEM001364,MS0001774,58.33,2023-12-30,Debit Card,TXN976161933,Monthly Membership,Completed,2023-12-30
PAY00002020,MEM001365,MS0001775,119.98,2021-03-02,Credit Card,TXN385950569,Membership + Registration,Completed,2021-03-02
PAY00002021,MEM001365,MS0001776,89.98,2021-06-23,Credit Card,TXN627796645,Membership + Registration,Completed,2021-06-23
PAY00002022,MEM001366,MS0001777,119.98,2022-01-31,Credit Card,TXN109722155,Membership + Registration,Completed,2022-01-31
PAY00002023,MEM001366,MS0001778,119.98,2022-05-05,Cash,TXN271360972,Membership + Registration,Completed,2022-05-05
PAY00002024,MEM001367,MS0001779,119.98,2022-10-16,Credit Card,TXN524035623,Membership + Registration,Completed,2022-10-16
PAY00002025,MEM001367,MS0001780,89.98,2023-01-08,Credit Card,TXN777331802,Membership + Registration,Completed,2023-01-08
PAY00002026,MEM001368,MS0001781,229.98,2022-05-01,Debit Card,TXN550201734,Membership + Registration,Completed,2022-05-01
PAY00002027,MEM001369,MS0001782,89.98,2022-07-15,Bank Transfer,TXN851621116,Membership + Registration,Completed,2022-07-15
PAY00002028,MEM001370,MS0001783,89.98,2021-09-29,Credit Card,TXN705608356,Membership + Registration,Completed,2021-09-29
PAY00002029,MEM001371,MS0001784,229.98,2022-05-26,Credit Card,TXN810609346,Membership + Registration,Completed,2022-05-26
PAY00002030,MEM001371,MS0001785,119.98,2022-08-31,Credit Card,TXN275193303,Membership + Registration,Completed,2022-08-31
PAY00002031,MEM001372,MS0001786,54.99,2023-08-06,Credit Card,TXN127331049,Monthly Membership,Completed,2023-08-06
PAY00002032,MEM001373,MS0001787,119.98,2024-05-14,Credit Card,TXN519583959,Membership + Registration,Completed,2024-05-14
PAY00002033,MEM001373,MS0001788,229.98,2024-09-01,Credit Card,TXN883140792,Membership + Registration,Completed,2024-09-01
PAY00002034,MEM001374,MS0001789,119.98,2025-03-31,Credit Card,TXN856941768,Membership + Registration,Completed,2025-03-31
PAY00002035,MEM001375,MS0001790,58.33,2023-07-19,Credit Card,TXN290120957,Monthly Membership,Completed,2023-07-19
PAY00002036,MEM001375,MS0001790,58.33,2023-11-16,Bank Transfer,TXN211393556,Monthly Membership,Completed,2023-11-16
PAY00002037,MEM001375,MS0001790,58.33,2024-03-15,Credit Card,TXN666568049,Monthly Membership,Completed,2024-03-15
PAY00002038,MEM001375,MS0001791,89.98,2024-09-18,Credit Card,TXN282237543,Membership + Registration,Completed,2024-09-18
PAY00002039,MEM001376,MS0001792,25.0,2023-05-04,Debit Card,TXN300744400,Monthly Membership,Completed,2023-05-04
PAY00002040,MEM001376,MS0001793,89.98,2023-07-15,Credit Card,TXN740955396,Membership + Registration,Completed,2023-07-15
PAY00002041,MEM001377,MS0001794,59.99,2024-10-05,Credit Card,TXN776532242,Membership + Registration,Completed,2024-10-05
PAY00002042,MEM001378,MS0001795,59.99,2021-10-06,Credit Card,TXN591955406,Membership + Registration,Completed,2021-10-06
PAY00002043,MEM001378,MS0001796,89.98,2021-12-21,Debit Card,TXN401417649,Membership + Registration,Completed,2021-12-21
PAY00002044,MEM001379,MS0001797,89.98,2022-05-27,Credit Card,TXN874839293,Membership + Registration,Completed,2022-05-27
PAY00002045,MEM001380,MS0001798,229.98,2021-02-23,Bank Transfer,TXN696810613,Membership + Registration,Refunded,2021-02-25
PAY00002046,MEM001380,MS0001799,229.98,2021-05-31,Debit Card,TXN909687123,Membership + Registration,Failed,2021-06-07
PAY00002047,MEM001381,MS0001800,54.99,2021-09-01,Cash,TXN128425043,Monthly Membership,Completed,2021-09-01
PAY00002048,MEM001382,MS0001801,59.99,2025-09-21,Credit Card,TXN525184991,Membership + Registration,Completed,2025-09-21
PAY00002049,MEM001383,MS0001802,119.98,2025-06-03,Debit Card,TXN605959207,Membership + Registration,Completed,2025-06-03
PAY00002050,MEM001384,MS0001803,58.33,2023-12-09,Credit Card,TXN373192327,Monthly Membership,Completed,2023-12-09
PAY00002051,MEM001384,MS0001803,58.33,2024-06-06,Cash,TXN681357946,Monthly Membership,Completed,2024-06-06
PAY00002052,MEM001385,MS0001804,59.99,2025-08-23,Debit Card,TXN429572970,Membership + Registration,Completed,2025-08-23
PAY00002053,MEM001386,MS0001805,119.98,2024-03-14,Bank Transfer,TXN717470564,Membership + Registration,Completed,2024-03-14
PAY00002054,MEM001387,MS0001806,229.98,2025-01-19,Credit Card,TXN911544932,Membership + Registration,Completed,2025-01-19
PAY00002055,MEM001388,MS0001807,99.99,2025-07-15,Bank Transfer,TXN949553493,Monthly Membership,Completed,2025-07-15
PAY00002056,MEM001388,MS0001807,99.99,2025-11-12,Debit Card,TXN489185708,Monthly Membership,Completed,2025-11-12
PAY00002057,MEM001388,MS0001807,99.99,2026-03-12,Credit Card,TXN320124010,Monthly Membership,Completed,2026-03-12
PAY00002058,MEM001389,MS0001808,119.98,2021-03-05,Cash,TXN112344226,Membership + Registration,Completed,2021-03-05
PAY00002059,MEM001390,MS0001809,119.98,2021-08-11,Bank Transfer,TXN726851358,Membership + Registration,Completed,2021-08-11
PAY00002060,MEM001391,MS0001810,119.98,2024-11-12,Debit Card,TXN442380914,Membership + Registration,Completed,2024-11-12
PAY00002061,MEM001392,MS0001811,58.33,2023-02-10,Credit Card,TXN801949217,Monthly Membership,Completed,2023-02-10
PAY00002062,MEM001392,MS0001811,58.33,2023-08-09,Credit Card,TXN675017920,Monthly Membership,Completed,2023-08-09
PAY00002063,MEM001393,MS0001812,229.98,2023-11-19,Credit Card,TXN562069933,Membership + Registration,Completed,2023-11-19
PAY00002064,MEM001394,MS0001813,119.98,2023-12-02,Credit Card,TXN814225710,Membership + Registration,Completed,2023-12-02
PAY00002065,MEM001394,MS0001814,58.33,2024-03-20,Credit Card,TXN143925340,Monthly Membership,Refunded,2024-03-27
PAY00002066,MEM001394,MS0001814,58.33,2024-09-16,Credit Card,TXN326643387,Monthly Membership,Completed,2024-09-16
PAY00002067,MEM001395,MS0001815,58.33,2021-11-02,Credit Card,TXN216761366,Monthly Membership,Completed,2021-11-02
PAY00002068,MEM001395,MS0001815,58.33,2022-03-02,Credit Card,TXN582502889,Monthly Membership,Completed,2022-03-02
PAY00002069,MEM001395,MS0001815,58.33,2022-06-30,Credit Card,TXN285300091,Monthly Membership,Completed,2022-06-30
PAY00002070,MEM001395,MS0001816,119.98,2022-11-25,Credit Card,TXN909240823,Membership + Registration,Completed,2022-11-25
PAY00002071,MEM001395,MS0001817,229.98,2023-03-13,Debit Card,TXN333981599,Membership + Registration,Completed,2023-03-13
PAY00002072,MEM001396,MS0001818,54.99,2024-12-19,Credit Card,TXN196019422,Membership + Registration,Completed,2024-12-19
PAY00002073,MEM001396,MS0001819,119.98,2025-01-25,Credit Card,TXN528627260,Membership + Registration,Completed,2025-01-25
PAY00002074,MEM001397,MS0001820,119.98,2025-03-02,Credit Card,TXN667942458,Membership + Registration,Completed,2025-03-02
PAY00002075,MEM001398,MS0001821,58.33,2024-06-22,Debit Card,TXN925665255,Monthly Membership,Completed,2024-06-22
PAY00002076,MEM001398,MS0001821,58.33,2024-10-20,Credit Card,TXN440589259,Monthly Membership,Completed,2024-10-20
