membershipid,memberid,membershiptypeid,startdate,enddate,status,autorenew
MS0002309,MEM001770,MT002,2022-09-14,2022-10-14,Expired,False
MS0002310,MEM001771,MT007,2025-05-21,2026-05-16,Active,True
MS0002311,MEM001772,MT001,2025-05-09,2025-06-08,Expired,False
MS0002312,MEM001773,MT002,2022-04-28,2022-05-28,Expired,False
MS0002313,MEM001774,MT001,2023-11-12,2023-12-12,Cancelled,False
MS0002314,MEM001774,MT004,2023-12-13,2024-01-12,Expired,False
MS0002315,MEM001775,MT006,2022-04-30,2022-05-30,Expired,False
MS0002316,MEM001776,MT002,2025-05-12,2025-06-11,Cancelled,False
MS0002317,MEM001777,MT007,2024-07-14,2025-07-09,Expired,False
MS0002318,MEM001777,MT007,2025-08-21,2026-08-16,Active,True
MS0002319,MEM001778,MT001,2024-07-02,2024-08-01,Expired,False
MS0002320,MEM001778,MT002,2024-09-15,2024-10-15,Expired,False
MS0002321,MEM001778,MT002,2024-11-02,2024-12-02,Cancelled,False
MS0002322,MEM001779,MT005,2024-03-17,2024-04-16,Expired,False
MS0002323,MEM001779,MT001,2024-05-14,2024-06-13,Expired,False
MS0002324,MEM001780,MT003,2023-07-24,2023-08-23,Cancelled,False
MS0002325,MEM001780,MT001,2023-11-13,2023-12-13,Expired,False
MS0002326,MEM001781,MT007,2024-10-27,2025-10-22,Expired,False
MS0002327,MEM001782,MT005,2025-06-23,2025-07-23,Expired,False
MS0002328,MEM001783,MT003,2022-05-24,2022-06-23,Cancelled,False
MS0002329,MEM001783,MT006,2022-09-17,2022-10-17,Expired,False
MS0002330,MEM001784,MT001,2023-04-18,2023-05-18,Expired,False
MS0002331,MEM001785,MT005,2022-06-15,2022-07-15,Cancelled,False
MS0002332,MEM001785,MT001,2022-09-06,2022-10-06,Expired,False
MS0002333,MEM001786,MT007,2020-12-10,2021-12-05,Expired,False
MS0002334,MEM001787,MT002,2021-07-19,2021-08-18,Expired,False
MS0002335,MEM001788,MT002,2021-12-13,2022-01-12,Expired,False
MS0002336,MEM001789,MT002,2021-12-15,2022-01-14,Expired,False
MS0002337,MEM001790,MT002,2021-09-17,2021-10-17,Expired,False
MS0002338,MEM001791,MT002,2023-01-10,2023-02-09,Expired,False
MS0002339,MEM001792,MT007,2022-06-09,2023-06-04,Expired,False
MS0002340,MEM001793,MT001,2021-10-13,2021-11-12,Expired,False
MS0002341,MEM001794,MT002,2022-09-27,2022-10-27,Expired,False
MS0002342,MEM001795,MT008,2021-07-06,2022-07-01,Expired,False
MS0002343,MEM001796,MT005,2024-12-14,2025-01-13,Expired,False
MS0002344,MEM001797,MT002,2021-07-05,2021-08-04,Expired,False
MS0002345,MEM001798,MT001,2024-02-06,2024-03-07,Expired,False
MS0002346,MEM001799,MT006,2025-03-21,2025-04-20,Cancelled,False
MS0002347,MEM001799,MT007,2025-04-25,2026-04-20,Active,True
MS0002348,MEM001800,MT001,2025-09-02,2025-10-02,Active,False
MS0002349,MEM001801,MT005,2024-01-20,2024-02-19,Expired,False
MS0002350,MEM001802,MT001,2021-06-04,2021-07-04,Cancelled,False
MS0002351,MEM001802,MT007,2021-09-26,2022-09-21,Expired,False
MS0002352,MEM001803,MT003,2024-04-23,2024-05-23,Expired,False
MS0002353,MEM001804,MT003,2022-11-02,2022-12-02,Expired,False
MS0002354,MEM001804,MT008,2023-02-03,2024-01-29,Expired,False
MS0002355,MEM001805,MT005,2024-08-15,2024-09-14,Expired,False
MS0002356,MEM001806,MT007,2022-12-31,2023-12-26,Cancelled,False
MS0002357,MEM001806,MT002,2024-02-25,2024-03-26,Expired,False
MS0002358,MEM001807,MT001,2024-09-18,2024-10-18,Expired,False
MS0002359,MEM001808,MT002,2025-02-02,2025-03-04,Expired,False
MS0002360,MEM001809,MT005,2023-05-06,2023-06-05,Expired,False
MS0002361,MEM001810,MT003,2021-03-30,2021-04-29,Expired,False
MS0002362,MEM001811,MT002,2024-03-03,2024-04-02,Expired,False
MS0002363,MEM001811,MT001,2024-06-19,2024-07-19,Expired,False
MS0002364,MEM001812,MT003,2022-08-13,2022-09-12,Cancelled,False
MS0002365,MEM001812,MT002,2022-11-24,2022-12-24,Expired,False
MS0002366,MEM001813,MT003,2025-01-06,2025-02-05,Cancelled,False
MS0002367,MEM001813,MT003,2025-04-09,2025-05-09,Expired,False
MS0002368,MEM001814,MT006,2021-09-02,2021-10-02,Expired,False
MS0002369,MEM001815,MT002,2021-01-06,2021-02-05,Expired,False
MS0002370,MEM001816,MT007,2023-10-26,2024-10-20,Expired,False
MS0002371,MEM001816,MT001,2024-11-14,2024-12-14,Expired,False
MS0002372,MEM001817,MT001,2024-09-02,2024-10-02,Expired,False
MS0002373,MEM001817,MT001,2024-10-27,2024-11-26,Cancelled,False
MS0002374,MEM001818,MT007,2022-10-09,2023-10-04,Cancelled,False
MS0002375,MEM001818,MT008,2023-11-28,2024-11-22,Expired,False
MS0002376,MEM001819,MT001,2022-11-08,2022-12-08,Expired,False
MS0002377,MEM001820,MT002,2023-02-25,2023-03-27,Expired,False
MS0002378,MEM001821,MT001,2021-08-14,2021-09-13,Expired,False
MS0002379,MEM001822,MT002,2023-07-11,2023-08-10,Expired,False
MS0002380,MEM001823,MT002,2023-07-25,2023-08-24,Expired,False
MS0002381,MEM001824,MT007,2022-11-16,2023-11-11,Expired,False
MS0002382,MEM001825,MT001,2021-02-09,2021-03-11,Expired,False
MS0002383,MEM001826,MT001,2025-05-03,2025-06-02,Expired,False
MS0002384,MEM001826,MT002,2025-07-07,2025-08-06,Expired,False
MS0002385,MEM001827,MT005,2024-01-09,2024-02-08,Expired,False
MS0002386,MEM001828,MT001,2022-11-20,2022-12-20,Expired,False
MS0002387,MEM001829,MT002,2024-06-07,2024-07-07,Expired,False
MS0002388,MEM001830,MT003,2024-03-18,2024-04-17,Expired,False
MS0002389,MEM001831,MT001,2025-07-12,2025-08-11,Expired,False
MS0002390,MEM001831,MT001,2025-10-29,2025-11-28,Active,False
MS0002391,MEM001832,MT006,2020-11-23,2020-12-23,Cancelled,False
MS0002392,MEM001832,MT001,2021-02-25,2021-03-27,Expired,False
MS0002393,MEM001833,MT001,2025-01-30,2025-03-01,Expired,False
MS0002394,MEM001834,MT002,2022-06-03,2022-07-03,Cancelled,False
MS0002395,MEM001834,MT008,2022-07-15,2023-07-10,Expired,False
MS0002396,MEM001835,MT007,2025-04-09,2026-04-04,Active,True
MS0002397,MEM001836,MT007,2024-12-19,2025-12-14,Expired,False
MS0002398,MEM001837,MT001,2022-04-19,2022-05-19,Expired,False
MS0002399,MEM001838,MT007,2022-01-25,2023-01-20,Expired,False
MS0002400,MEM001839,MT001,2025-08-08,2025-09-07,Expired,False
MS0002401,MEM001840,MT005,2025-03-13,2025-04-12,Expired,False
MS0002402,MEM001840,MT005,2025-04-19,2025-05-19,Expired,False
MS0002403,MEM001841,MT002,2021-08-26,2021-09-25,Cancelled,False
MS0002404,MEM001841,MT002,2021-12-11,2022-01-10,Expired,False
MS0002405,MEM001842,MT003,2023-03-11,2023-04-10,Expired,False
MS0002406,MEM001843,MT001,2025-08-24,2025-09-23,Expired,False
MS0002407,MEM001844,MT002,2021-02-27,2021-03-29,Expired,False
MS0002408,MEM001845,MT006,2024-01-26,2024-02-25,Expired,False
MS0002409,MEM001846,MT002,2021-05-07,2021-06-06,Expired,False
MS0002410,MEM001846,MT003,2021-06-15,2021-07-15,Expired,False
MS0002411,MEM001847,MT001,2021-01-06,2021-02-05,Expired,False
MS0002412,MEM001848,MT002,2025-08-06,2025-09-05,Expired,False
MS0002413,MEM001849,MT001,2024-06-24,2024-07-24,Expired,False
MS0002414,MEM001850,MT001,2025-08-05,2025-09-04,Expired,False
MS0002415,MEM001851,MT006,2025-01-30,2025-03-01,Expired,False
MS0002416,MEM001852,MT002,2024-11-26,2024-12-26,Expired,False
MS0002417,MEM001853,MT001,2021-06-11,2021-07-11,Expired,False
MS0002418,MEM001854,MT003,2021-07-09,2021-08-08,Expired,False
MS0002419,MEM001855,MT002,2020-10-01,2020-10-31,Expired,False
MS0002420,MEM001855,MT002,2020-12-18,2021-01-17,Expired,False
MS0002421,MEM001856,MT006,2022-07-02,2022-08-01,Expired,False
MS0002422,MEM001856,MT007,2022-08-11,2023-08-06,Expired,False
MS0002423,MEM001857,MT008,2025-05-18,2026-05-13,Cancelled,False
MS0002424,MEM001857,MT001,2026-06-06,2026-07-06,Active,False
MS0002425,MEM001858,MT003,2023-05-18,2023-06-17,Expired,False
MS0002426,MEM001859,MT002,2024-04-13,2024-05-13,Expired,False
MS0002427,MEM001860,MT001,2024-07-19,2024-08-18,Expired,False
MS0002428,MEM001861,MT001,2025-06-13,2025-07-13,Expired,False
MS0002429,MEM001862,MT002,2022-06-15,2022-07-15,Cancelled,False
MS0002430,MEM001862,MT002,2022-08-26,2022-09-25,Expired,False
MS0002431,MEM001863,MT006,2023-12-26,2024-01-25,Cancelled,False
MS0002432,MEM001863,MT003,2024-02-14,2024-03-15,Expired,False
MS0002433,MEM001864,MT008,2022-06-23,2023-06-18,Expired,False
MS0002434,MEM001865,MT001,2024-02-20,2024-03-21,Expired,False
MS0002435,MEM001866,MT001,2024-10-26,2024-11-25,Expired,False
MS0002436,MEM001867,MT007,2023-02-06,2024-02-01,Cancelled,False
MS0002437,MEM001867,MT002,2024-04-17,2024-05-17,Expired,False
MS0002438,MEM001868,MT005,2023-10-22,2023-11-21,Expired,False
MS0002439,MEM001868,MT002,2024-02-06,2024-03-07,Expired,False
MS0002440,MEM001869,MT002,2024-05-29,2024-06-28,Expired,False
MS0002441,MEM001870,MT005,2025-04-27,2025-05-27,Expired,False
MS0002442,MEM001871,MT007,2025-08-05,2026-07-31,Expired,False
MS0002443,MEM001872,MT002,2023-05-03,2023-06-02,Expired,False
MS0002444,MEM001873,MT001,2022-03-01,2022-03-31,Expired,False
MS0002445,MEM001874,MT007,2025-08-14,2026-08-09,Expired,False
MS0002446,MEM001875,MT001,2023-12-21,2024-01-20,Expired,False
MS0002447,MEM001876,MT002,2025-01-18,2025-02-17,Expired,False
MS0002448,MEM001877,MT005,2022-07-10,2022-08-09,Expired,False
MS0002449,MEM001878,MT002,2021-11-10,2021-12-10,Expired,False
MS0002450,MEM001879,MT002,2023-04-10,2023-05-10,Expired,False
MS0002451,MEM001880,MT003,2023-02-04,2023-03-06,Expired,False
MS0002452,MEM001881,MT001,2025-06-30,2025-07-30,Expired,False
MS0002453,MEM001882,MT001,2021-09-05,2021-10-05,Expired,False
MS0002454,MEM001883,MT007,2021-06-19,2022-06-14,Cancelled,False
MS0002455,MEM001883,MT002,2022-07-09,2022-08-08,Expired,False
MS0002456,MEM001884,MT002,2024-01-20,2024-02-19,Cancelled,False
MS0002457,MEM001884,MT002,2024-04-23,2024-05-23,Cancelled,False
MS0002458,MEM001884,MT009,2024-06-06,2024-06-06,Cancelled,False
MS0002459,MEM001885,MT001,2024-05-27,2024-06-26,Expired,False
MS0002460,MEM001885,MT007,2024-09-20,2025-09-15,Expired,False
MS0002461,MEM001886,MT003,2023-10-10,2023-11-09,Expired,False
MS0002462,MEM001887,MT002,2022-11-23,2022-12-23,Expired,False
MS0002463,MEM001887,MT003,2023-01-11,2023-02-10,Expired,False
MS0002464,MEM001888,MT001,2025-01-16,2025-02-15,Expired,False
MS0002465,MEM001889,MT006,2021-08-04,2021-09-03,Expired,False
MS0002466,MEM001889,MT008,2021-10-29,2022-10-24,Expired,False
MS0002467,MEM001890,MT001,2023-01-23,2023-02-22,Expired,False
MS0002468,MEM001891,MT002,2021-03-10,2021-04-09,Expired,False
MS0002469,MEM001892,MT002,2020-11-25,2020-12-25,Expired,False
MS0002470,MEM001892,MT002,2021-01-06,2021-02-05,Expired,False
MS0002471,MEM001893,MT005,2021-05-17,2021-06-16,Expired,False
MS0002472,MEM001894,MT002,2024-12-01,2024-12-31,Expired,False
MS0002473,MEM001895,MT001,2025-07-11,2025-08-10,Expired,False
MS0002474,MEM001896,MT005,2022-10-08,2022-11-07,Expired,False
MS0002475,MEM001897,MT001,2021-02-05,2021-03-07,Expired,False
MS0002476,MEM001898,MT003,2024-04-21,2024-05-21,Expired,False
MS0002477,MEM001899,MT001,2023-06-26,2023-07-26,Cancelled,False
MS0002478,MEM001899,MT001,2023-09-12,2023-10-12,Expired,False
MS0002479,MEM001900,MT003,2020-12-11,2021-01-10,Expired,False
MS0002480,MEM001901,MT002,2023-02-23,2023-03-25,Expired,False
MS0002481,MEM001902,MT005,2024-09-19,2024-10-19,Expired,False
MS0002482,MEM001903,MT001,2021-02-17,2021-03-19,Cancelled,False
MS0002483,MEM001903,MT005,2021-06-12,2021-07-12,Expired,False
MS0002484,MEM001904,MT003,2020-11-04,2020-12-04,Expired,False
MS0002485,MEM001905,MT003,2024-08-20,2024-09-19,Expired,False
MS0002486,MEM001906,MT004,2024-11-27,2024-12-27,Expired,False
MS0002487,MEM001907,MT002,2022-03-29,2022-04-28,Expired,False
MS0002488,MEM001908,MT005,2024-11-28,2024-12-28,Cancelled,False
MS0002489,MEM001908,MT001,2025-03-17,2025-04-16,Expired,False
MS0002490,MEM001909,MT005,2022-08-12,2022-09-11,Expired,False
MS0002491,MEM001910,MT001,2022-03-28,2022-04-27,Expired,False
MS0002492,MEM001911,MT005,2022-07-08,2022-08-07,Expired,False
MS0002493,MEM001912,MT007,2021-08-03,2022-07-29,Expired,False
MS0002494,MEM001913,MT006,2025-03-17,2025-04-16,Expired,False
MS0002495,MEM001914,MT004,2023-12-29,2024-01-28,Cancelled,False
MS0002496,MEM001914,MT002,2024-03-17,2024-04-16,Expired,False
MS0002497,MEM001915,MT009,2025-08-16,2025-08-16,Cancelled,False
MS0002498,MEM001915,MT002,2025-09-04,2025-10-04,Active,False
MS0002499,MEM001916,MT007,2024-07-16,2025-07-11,Expired,False
MS0002500,MEM001917,MT003,2025-09-15,2025-10-15,Active,False
MS0002501,MEM001918,MT001,2023-01-16,2023-02-15,Expired,False
MS0002502,MEM001919,MT003,2025-09-07,2025-10-07,Active,False
MS0002503,MEM001920,MT001,2023-12-04,2024-01-03,Expired,False
MS0002504,MEM001921,MT002,2025-03-04,2025-04-03,Cancelled,False
MS0002505,MEM001921,MT006,2025-05-09,2025-06-08,Expired,False
MS0002506,MEM001922,MT004,2025-01-18,2025-02-17,Cancelled,False
MS0002507,MEM001922,MT002,2025-03-01,2025-03-31,Expired,False
MS0002508,MEM001923,MT005,2021-09-03,2021-10-03,Expired,False
MS0002509,MEM001924,MT001,2023-03-08,2023-04-07,Expired,False
MS0002510,MEM001925,MT002,2025-01-01,2025-01-31,Expired,False
MS0002511,MEM001925,MT002,2025-04-08,2025-05-08,Expired,False
MS0002512,MEM001926,MT002,2024-09-18,2024-10-18,Cancelled,False
MS0002513,MEM001927,MT004,2022-05-06,2022-06-05,Expired,False
MS0002514,MEM001927,MT002,2022-06-21,2022-07-21,Cancelled,False
MS0002515,MEM001928,MT001,2024-12-02,2025-01-01,Expired,False
MS0002516,MEM001929,MT001,2022-10-05,2022-11-04,Cancelled,False
MS0002517,MEM001929,MT001,2022-12-08,2023-01-07,Expired,False
MS0002518,MEM001930,MT004,2020-11-21,2020-12-21,Expired,False
MS0002519,MEM001930,MT004,2021-02-05,2021-03-07,Expired,False
MS0002520,MEM001931,MT002,2022-08-06,2022-09-05,Expired,False
MS0002521,MEM001932,MT001,2025-03-20,2025-04-19,Cancelled,False
MS0002522,MEM001932,MT002,2025-07-09,2025-08-08,Expired,False
MS0002523,MEM001933,MT007,2024-08-15,2025-08-10,Expired,False
MS0002524,MEM001934,MT001,2022-06-07,2022-07-07,Expired,False
MS0002525,MEM001935,MT001,2024-08-11,2024-09-10,Expired,False
MS0002526,MEM001936,MT002,2023-06-22,2023-07-22,Expired,False
MS0002527,MEM001937,MT002,2022-12-21,2023-01-20,Expired,False
MS0002528,MEM001938,MT002,2024-10-20,2024-11-19,Expired,False
MS0002529,MEM001939,MT007,2025-04-01,2026-03-27,Active,True
MS0002530,MEM001940,MT005,2025-09-20,2025-10-20,Expired,False
MS0002531,MEM001941,MT002,2024-11-15,2024-12-15,Expired,False
MS0002532,MEM001942,MT003,2023-12-08,2024-01-07,Expired,False
MS0002533,MEM001943,MT001,2022-07-27,2022-08-26,Expired,False
MS0002534,MEM001944,MT001,2023-04-27,2023-05-27,Expired,False
MS0002535,MEM001945,MT005,2025-03-28,2025-04-27,Expired,False
MS0002536,MEM001946,MT001,2025-05-02,2025-06-01,Expired,False
MS0002537,MEM001947,MT003,2025-09-20,2025-10-20,Active,False
MS0002538,MEM001948,MT002,2025-01-04,2025-02-03,Expired,False
MS0002539,MEM001949,MT003,2021-04-26,2021-05-26,Expired,False
MS0002540,MEM001950,MT006,2024-01-08,2024-02-07,Cancelled,False
MS0002541,MEM001950,MT003,2024-04-02,2024-05-02,Expired,False
MS0002542,MEM001951,MT007,2020-10-09,2021-10-04,Expired,False
MS0002543,MEM001952,MT003,2025-07-21,2025-08-20,Cancelled,False
MS0002544,MEM001952,MT002,2025-09-26,2025-10-26,Active,False
MS0002545,MEM001953,MT002,2021-03-26,2021-04-25,Expired,False
MS0002546,MEM001954,MT002,2022-08-30,2022-09-29,Expired,False
MS0002547,MEM001955,MT002,2020-11-04,2020-12-04,Expired,False
MS0002548,MEM001956,MT001,2021-09-05,2021-10-05,Expired,False
MS0002549,MEM001957,MT008,2024-11-22,2025-11-17,Active,True
MS0002550,MEM001958,MT006,2023-11-17,2023-12-17,Expired,False
MS0002551,MEM001958,MT007,2024-01-05,2024-12-30,Expired,False
MS0002552,MEM001959,MT007,2021-04-27,2022-04-22,Expired,False
MS0002553,MEM001959,MT002,2022-05-09,2022-06-08,Expired,False
MS0002554,MEM001960,MT001,2022-12-14,2023-01-13,Expired,False
MS0002555,MEM001961,MT002,2021-07-09,2021-08-08,Expired,False
MS0002556,MEM001962,MT005,2025-07-08,2025-08-07,Cancelled,False
MS0002557,MEM001962,MT005,2025-11-02,2025-12-02,Expired,False
MS0002558,MEM001963,MT002,2023-07-24,2023-08-23,Expired,False
MS0002559,MEM001964,MT007,2024-10-08,2025-10-03,Expired,False
MS0002560,MEM001965,MT001,2021-02-14,2021-03-16,Expired,False
MS0002561,MEM001965,MT001,2021-05-31,2021-06-30,Expired,False
MS0002562,MEM001966,MT003,2021-05-24,2021-06-23,Expired,False
MS0002563,MEM001966,MT007,2021-07-27,2022-07-22,Expired,False
MS0002564,MEM001967,MT003,2023-09-28,2023-10-28,Expired,False
MS0002565,MEM001968,MT002,2024-08-17,2024-09-16,Cancelled,False
MS0002566,MEM001968,MT007,2024-10-29,2025-10-24,Active,True
MS0002567,MEM001969,MT002,2025-03-24,2025-04-23,Expired,False
MS0002568,MEM001970,MT006,2024-06-19,2024-07-19,Expired,False
MS0002569,MEM001971,MT003,2025-06-27,2025-07-27,Expired,False
MS0002570,MEM001972,MT002,2021-10-15,2021-11-14,Expired,False
MS0002571,MEM001972,MT001,2021-11-17,2021-12-17,Expired,False
MS0002572,MEM001973,MT002,2020-12-21,2021-01-20,Expired,False
MS0002573,MEM001974,MT002,2024-03-10,2024-04-09,Expired,False
MS0002574,MEM001975,MT005,2022-07-15,2022-08-14,Expired,False
MS0002575,MEM001975,MT005,2022-11-02,2022-12-02,Expired,False
MS0002576,MEM001976,MT003,2023-11-24,2023-12-24,Expired,False
MS0002577,MEM001976,MT007,2024-02-06,2025-01-31,Expired,False
MS0002578,MEM001977,MT009,2022-05-11,2022-05-11,Expired,False
MS0002579,MEM001978,MT001,2021-07-18,2021-08-17,Expired,False
MS0002580,MEM001979,MT001,2025-05-06,2025-06-05,Expired,False
MS0002581,MEM001980,MT002,2022-03-10,2022-04-09,Expired,False
MS0002582,MEM001981,MT005,2021-12-14,2022-01-13,Expired,False
MS0002583,MEM001982,MT002,2024-11-05,2024-12-05,Expired,False
MS0002584,MEM001983,MT005,2025-05-11,2025-06-10,Cancelled,False
MS0002585,MEM001983,MT001,2025-08-26,2025-09-25,Cancelled,False
MS0002586,MEM001984,MT008,2022-11-20,2023-11-15,Expired,False
MS0002587,MEM001985,MT002,2024-07-19,2024-08-18,Expired,False
MS0002588,MEM001986,MT001,2021-06-18,2021-07-18,Expired,False
MS0002589,MEM001987,MT002,2025-06-20,2025-07-20,Expired,False
MS0002590,MEM001988,MT001,2022-03-15,2022-04-14,Cancelled,False
MS0002591,MEM001988,MT001,2022-06-18,2022-07-18,Expired,False
MS0002592,MEM001989,MT002,2023-07-04,2023-08-03,Expired,False
MS0002593,MEM001990,MT002,2023-11-22,2023-12-22,Expired,False
MS0002594,MEM001991,MT002,2022-08-27,2022-09-26,Expired,False
MS0002595,MEM001991,MT007,2022-12-10,2023-12-05,Expired,False
MS0002596,MEM001992,MT002,2021-11-15,2021-12-15,Expired,False
MS0002597,MEM001993,MT002,2025-03-06,2025-04-05,Expired,False
MS0002598,MEM001993,MT003,2025-06-30,2025-07-30,Expired,False
MS0002599,MEM001994,MT007,2025-08-14,2026-08-09,Active,True
MS0002600,MEM001995,MT002,2024-03-15,2024-04-14,Expired,False
MS0002601,MEM001996,MT001,2022-09-13,2022-10-13,Expired,False
MS0002602,MEM001997,MT001,2025-06-23,2025-07-23,Expired,False
MS0002603,MEM001998,MT004,2021-01-16,2021-02-15,Expired,False
MS0002604,MEM001999,MT002,2021-01-31,2021-03-02,Expired,False
MS0002605,MEM001999,MT001,2021-05-17,2021-06-16,Expired,False
MS0002606,MEM002000,MT003,2024-09-13,2024-10-13,Expired,False
