enrollmentid,memberid,instanceid,enrollmentdate,enrollmentstatus,paymentamount,checkintime,checkouttime
EN00002018,MEM000795,CI0000199,2025-10-11 09:41:38.594341,Attended,0.0,2025-10-13 00:00:00.291995,2025-10-13 01:44:00.291995
EN00002019,MEM001623,CI0000199,2025-10-12 19:06:53.861786,Attended,0.0,2025-10-13 00:00:00.212682,2025-10-13 01:44:00.212682
EN00002020,MEM001787,CI0000199,2025-10-09 11:54:38.704426,Attended,0.0,2025-10-13 00:00:00.396240,2025-10-13 01:21:00.396240
EN00002021,MEM001760,CI0000199,2025-10-11 19:48:57.987209,Attended,0.0,2025-10-13 00:00:00.440373,2025-10-13 01:47:00.440373
EN00002022,MEM000383,CI0000200,2025-10-07 23:15:14.573322,Attended,0.0,2025-10-13 00:00:00.110807,2025-10-13 01:20:00.110807
EN00002023,MEM000859,CI0000200,2025-10-10 16:10:45.167761,Attended,0.0,2025-10-13 00:00:00.266814,2025-10-13 01:26:00.266814
EN00002024,MEM000277,CI0000200,2025-10-08 19:59:30.190129,Attended,0.0,2025-10-13 00:00:00.227555,2025-10-13 00:52:00.227555
EN00002025,MEM000521,CI0000200,2025-10-09 03:27:47.856900,Attended,0.0,2025-10-13 00:00:00.439650,2025-10-13 00:50:00.439650
EN00002026,MEM000724,CI0000200,2025-10-06 10:30:16.428263,Attended,0.0,2025-10-13 00:00:00.747785,2025-10-13 01:14:00.747785
EN00002027,MEM001629,CI0000200,2025-10-13 00:00:00.509083,Attended,0.0,2025-10-13 00:00:00.187822,2025-10-13 01:32:00.187822
EN00002028,MEM000827,CI0000200,2025-10-08 04:30:56.996616,Attended,0.0,2025-10-13 00:00:00.381731,2025-10-13 00:47:00.381731
EN00002029,MEM001599,CI0000200,2025-10-10 03:31:57.893555,Attended,0.0,2025-10-13 00:00:00.310922,2025-10-13 01:31:00.310922
EN00002030,MEM000437,CI0000200,2025-10-11 13:39:27.600413,Attended,0.0,2025-10-13 00:00:00.693375,2025-10-13 01:14:00.693375
EN00002031,MEM000471,CI0000200,2025-10-10 14:00:32.929793,Attended,0.0,2025-10-13 00:00:00.211958,2025-10-13 01:32:00.211958
EN00002032,MEM000679,CI0000200,2025-10-10 09:49:25.177345,Attended,0.0,2025-10-13 00:00:00.074644,2025-10-13 00:52:00.074644
EN00002033,MEM000379,CI0000200,2025-10-07 12:46:22.634777,Attended,0.0,2025-10-13 00:00:00.715249,2025-10-13 01:38:00.715249
EN00002034,MEM001913,CI0000200,2025-10-10 02:15:04.350913,Attended,0.0,2025-10-13 00:00:00.642410,2025-10-13 00:58:00.642410
EN00002035,MEM000537,CI0000200,2025-10-09 19:05:08.737805,Attended,0.0,2025-10-13 00:00:00.386875,2025-10-13 01:07:00.386875
EN00002036,MEM000367,CI0000200,2025-10-09 10:02:35.171286,Attended,0.0,2025-10-13 00:00:00.081015,2025-10-13 01:31:00.081015
EN00002037,MEM000386,CI0000200,2025-10-07 15:53:22.294296,Attended,0.0,2025-10-13 00:00:00.860766,2025-10-13 01:50:00.860766
EN00002038,MEM001221,CI0000200,2025-10-10 19:10:15.524077,Attended,0.0,2025-10-13 00:00:00.071041,2025-10-13 01:18:00.071041
EN00002039,MEM001254,CI0000200,2025-10-09 07:37:51.596489,Attended,0.0,2025-10-13 00:00:00.242122,2025-10-13 00:58:00.242122
EN00002040,MEM000027,CI0000200,2025-10-10 08:39:29.660518,Attended,0.0,2025-10-13 00:00:00.116793,2025-10-13 01:43:00.116793
EN00002041,MEM000089,CI0000200,2025-10-12 08:48:01.107981,Attended,0.0,2025-10-13 00:00:00.907772,2025-10-13 01:50:00.907772
EN00002042,MEM000723,CI0000200,2025-10-10 00:27:59.117760,Attended,0.0,2025-10-13 00:00:00.910721,2025-10-13 01:27:00.910721
EN00002043,MEM000332,CI0000200,2025-10-13 00:00:00.473341,Attended,0.0,2025-10-13 00:00:00.820788,2025-10-13 01:25:00.820788
EN00002044,MEM001863,CI0000200,2025-10-06 23:15:00.803355,Attended,0.0,2025-10-13 00:00:00.458212,2025-10-13 01:00:00.458212
EN00002045,MEM000759,CI0000200,2025-10-11 23:05:52.939426,Attended,0.0,2025-10-13 00:00:00.682809,2025-10-13 01:04:00.682809
EN00002046,MEM000452,CI0000200,2025-10-09 16:39:02.896179,No Show,0.0,,
EN00002047,MEM000182,CI0000201,2025-10-11 12:42:39.332622,Attended,0.0,2025-10-13 00:00:00.221791,2025-10-13 01:13:00.221791
EN00002048,MEM001868,CI0000201,2025-10-08 07:23:49.270442,Attended,0.0,2025-10-13 00:00:00.160814,2025-10-13 01:38:00.160814
EN00002049,MEM001686,CI0000201,2025-10-11 08:00:24.677237,Attended,0.0,2025-10-13 00:00:00.622732,2025-10-13 01:57:00.622732
EN00002050,MEM000575,CI0000201,2025-10-09 17:36:43.543625,Attended,0.0,2025-10-13 00:00:00.945537,2025-10-13 01:09:00.945537
EN00002051,MEM000939,CI0000201,2025-10-06 21:54:57.596331,Attended,0.0,2025-10-13 00:00:00.376141,2025-10-13 01:05:00.376141
EN00002052,MEM001006,CI0000201,2025-10-09 17:42:39.370504,Attended,0.0,2025-10-13 00:00:00.301845,2025-10-13 02:00:00.301845
EN00002053,MEM000815,CI0000201,2025-10-13 00:00:00.303512,Attended,0.0,2025-10-13 00:00:00.979366,2025-10-13 00:48:00.979366
EN00002054,MEM001427,CI0000201,2025-10-10 14:26:54.652955,Attended,0.0,2025-10-13 00:00:00.360887,2025-10-13 00:48:00.360887
EN00002055,MEM000151,CI0000201,2025-10-13 00:00:00.442184,Attended,0.0,2025-10-13 00:00:00.798429,2025-10-13 01:31:00.798429
EN00002056,MEM001720,CI0000202,2025-10-09 02:22:25.833850,Attended,0.0,2025-10-13 00:00:00.789063,2025-10-13 01:15:00.789063
EN00002057,MEM001003,CI0000202,2025-10-11 12:52:44.910108,Attended,0.0,2025-10-13 00:00:00.572752,2025-10-13 01:09:00.572752
EN00002058,MEM000759,CI0000202,2025-10-08 18:49:30.159838,Attended,0.0,2025-10-13 00:00:00.291333,2025-10-13 01:35:00.291333
EN00002059,MEM001235,CI0000202,2025-10-07 04:59:24.876273,Attended,0.0,2025-10-13 00:00:00.663065,2025-10-13 01:24:00.663065
EN00002060,MEM000615,CI0000202,2025-10-09 16:52:41.711262,Attended,0.0,2025-10-13 00:00:00.347394,2025-10-13 01:30:00.347394
EN00002061,MEM000577,CI0000202,2025-10-07 11:22:18.386511,Attended,0.0,2025-10-13 00:00:00.130192,2025-10-13 00:50:00.130192
EN00002062,MEM000598,CI0000202,2025-10-12 19:49:18.521444,Attended,0.0,2025-10-13 00:00:00.444916,2025-10-13 01:28:00.444916
EN00002063,MEM001254,CI0000203,2025-10-10 04:14:46.438539,Attended,0.0,2025-10-13 00:00:00.715011,2025-10-13 02:00:00.715011
EN00002064,MEM001344,CI0000203,2025-10-10 01:30:15.958026,Attended,0.0,2025-10-13 00:00:00.536981,2025-10-13 02:00:00.536981
EN00002065,MEM001829,CI0000203,2025-10-05 07:32:52.660226,Attended,0.0,2025-10-13 00:00:00.644797,2025-10-13 01:20:00.644797
EN00002066,MEM000221,CI0000203,2025-10-08 22:16:32.396808,Attended,0.0,2025-10-13 00:00:00.083092,2025-10-13 00:57:00.083092
EN00002067,MEM001012,CI0000203,2025-10-07 18:32:20.981846,Attended,0.0,2025-10-13 00:00:00.187780,2025-10-13 01:11:00.187780
EN00002068,MEM000482,CI0000203,2025-10-12 01:47:43.245832,Attended,0.0,2025-10-13 00:00:00.395179,2025-10-13 01:22:00.395179
EN00002069,MEM001152,CI0000203,2025-10-09 06:27:15.987435,Attended,0.0,2025-10-13 00:00:00.487668,2025-10-13 01:56:00.487668
EN00002070,MEM001025,CI0000203,2025-10-11 10:40:00.699180,Attended,0.0,2025-10-13 00:00:00.387416,2025-10-13 00:49:00.387416
EN00002071,MEM001081,CI0000203,2025-10-13 00:00:00.571532,Attended,0.0,2025-10-13 00:00:00.154495,2025-10-13 01:37:00.154495
EN00002072,MEM001943,CI0000203,2025-10-10 17:56:15.943811,Attended,0.0,2025-10-13 00:00:00.545853,2025-10-13 01:32:00.545853
EN00002073,MEM001370,CI0000203,2025-10-11 18:01:01.450463,Attended,0.0,2025-10-13 00:00:00.766938,2025-10-13 00:54:00.766938
EN00002074,MEM001341,CI0000203,2025-10-09 16:26:43.895406,Attended,0.0,2025-10-13 00:00:00.681597,2025-10-13 01:13:00.681597
EN00002075,MEM001075,CI0000203,2025-10-12 13:24:27.260422,Attended,0.0,2025-10-13 00:00:00.961313,2025-10-13 01:12:00.961313
EN00002076,MEM001247,CI0000203,2025-10-11 02:12:57.237312,Attended,0.0,2025-10-13 00:00:00.659650,2025-10-13 00:53:00.659650
EN00002077,MEM000140,CI0000203,2025-10-10 10:08:32.115135,No Show,0.0,,
EN00002078,MEM001728,CI0000204,2025-10-12 06:32:05.677147,Attended,0.0,2025-10-13 00:00:00.348669,2025-10-13 01:02:00.348669
EN00002079,MEM000979,CI0000204,2025-10-07 16:43:04.677038,Attended,0.0,2025-10-13 00:00:00.096781,2025-10-13 00:50:00.096781
EN00002080,MEM001177,CI0000204,2025-10-08 03:31:00.907222,Attended,0.0,2025-10-13 00:00:00.919764,2025-10-13 01:13:00.919764
EN00002081,MEM001133,CI0000204,2025-10-13 00:00:00.070463,Attended,0.0,2025-10-13 00:00:00.483598,2025-10-13 01:14:00.483598
EN00002082,MEM001667,CI0000204,2025-10-09 21:05:07.905544,Attended,0.0,2025-10-13 00:00:00.298692,2025-10-13 01:24:00.298692
EN00002083,MEM001549,CI0000204,2025-10-09 02:29:36.577181,Attended,0.0,2025-10-13 00:00:00.802920,2025-10-13 01:26:00.802920
EN00002084,MEM000208,CI0000204,2025-10-12 11:12:25.211038,Attended,0.0,2025-10-13 00:00:00.135289,2025-10-13 01:43:00.135289
EN00002085,MEM000356,CI0000205,2025-10-11 12:10:17.867502,Attended,0.0,2025-10-13 00:00:00.770027,2025-10-13 01:12:00.770027
EN00002086,MEM001510,CI0000205,2025-10-08 17:23:11.986754,Attended,0.0,2025-10-13 00:00:00.434809,2025-10-13 01:29:00.434809
EN00002087,MEM000367,CI0000205,2025-10-12 05:44:15.432496,Attended,0.0,2025-10-13 00:00:00.199420,2025-10-13 01:45:00.199420
EN00002088,MEM001007,CI0000205,2025-10-08 01:38:53.059944,Attended,0.0,2025-10-13 00:00:00.921701,2025-10-13 01:04:00.921701
EN00002089,MEM000876,CI0000205,2025-10-10 03:19:47.214616,Attended,0.0,2025-10-13 00:00:00.487547,2025-10-13 01:18:00.487547
EN00002090,MEM001370,CI0000205,2025-10-10 22:53:58.683057,Attended,0.0,2025-10-13 00:00:00.655850,2025-10-13 01:24:00.655850
EN00002091,MEM000170,CI0000205,2025-10-11 05:08:34.419311,Attended,0.0,2025-10-13 00:00:00.231612,2025-10-13 01:23:00.231612
EN00002092,MEM000724,CI0000205,2025-10-09 03:28:27.395797,Attended,0.0,2025-10-13 00:00:00.035041,2025-10-13 02:00:00.035041
EN00002093,MEM001599,CI0000205,2025-10-04 23:12:33.710434,Attended,0.0,2025-10-13 00:00:00.225881,2025-10-13 01:30:00.225881
EN00002094,MEM001469,CI0000205,2025-10-09 01:40:26.219957,Attended,0.0,2025-10-13 00:00:00.694299,2025-10-13 00:58:00.694299
EN00002095,MEM000717,CI0000205,2025-10-11 21:00:08.035534,Attended,0.0,2025-10-13 00:00:00.093124,2025-10-13 01:36:00.093124
EN00002096,MEM001159,CI0000205,2025-10-07 22:36:59.728423,Attended,0.0,2025-10-13 00:00:00.713394,2025-10-13 01:30:00.713394
EN00002097,MEM000270,CI0000205,2025-10-12 02:48:07.362848,Attended,0.0,2025-10-13 00:00:00.100231,2025-10-13 01:51:00.100231
EN00002098,MEM001713,CI0000205,2025-10-07 02:49:03.530095,Attended,0.0,2025-10-13 00:00:00.868264,2025-10-13 01:55:00.868264
EN00002099,MEM001959,CI0000205,2025-10-09 18:19:10.497632,Attended,0.0,2025-10-13 00:00:00.196539,2025-10-13 01:31:00.196539
EN00002100,MEM001678,CI0000205,2025-10-07 20:10:54.491762,Attended,0.0,2025-10-13 00:00:00.050278,2025-10-13 01:08:00.050278
EN00002101,MEM000032,CI0000205,2025-10-12 11:33:03.069088,Attended,0.0,2025-10-13 00:00:00.935817,2025-10-13 01:25:00.935817
EN00002102,MEM001586,CI0000205,2025-10-07 00:42:53.922925,Attended,0.0,2025-10-13 00:00:00.736975,2025-10-13 01:22:00.736975
EN00002103,MEM000798,CI0000205,2025-10-09 19:14:38.464452,No Show,0.0,,
EN00002104,MEM000204,CI0000206,2025-10-12 06:34:07.976577,Attended,0.0,2025-10-13 00:00:00.461949,2025-10-13 01:54:00.461949
EN00002105,MEM001490,CI0000206,2025-10-07 23:49:02.467926,Attended,0.0,2025-10-13 00:00:00.212770,2025-10-13 01:18:00.212770
EN00002106,MEM000274,CI0000206,2025-10-10 22:56:05.249710,Attended,0.0,2025-10-13 00:00:00.332527,2025-10-13 01:16:00.332527
EN00002107,MEM000554,CI0000206,2025-10-08 22:20:50.788818,Attended,0.0,2025-10-13 00:00:00.636836,2025-10-13 01:24:00.636836
EN00002108,MEM000208,CI0000206,2025-10-10 08:04:40.073466,Attended,0.0,2025-10-13 00:00:00.556229,2025-10-13 01:58:00.556229
EN00002109,MEM000217,CI0000206,2025-10-08 19:25:54.889767,Attended,0.0,2025-10-13 00:00:00.973965,2025-10-13 00:51:00.973965
EN00002110,MEM001009,CI0000207,2025-10-06 20:32:09.134710,Attended,0.0,2025-10-13 00:00:00.742446,2025-10-13 00:52:00.742446
EN00002111,MEM000016,CI0000207,2025-10-10 03:10:30.483069,Attended,0.0,2025-10-13 00:00:00.585119,2025-10-13 02:00:00.585119
EN00002112,MEM001548,CI0000207,2025-10-12 05:33:43.339039,Attended,0.0,2025-10-13 00:00:00.923682,2025-10-13 01:44:00.923682
EN00002113,MEM001591,CI0000207,2025-10-07 09:26:48.853358,Attended,0.0,2025-10-13 00:00:00.307853,2025-10-13 00:46:00.307853
EN00002114,MEM001702,CI0000207,2025-10-12 22:03:04.539090,Attended,0.0,2025-10-13 00:00:00.738754,2025-10-13 01:53:00.738754
EN00002115,MEM001261,CI0000208,2025-10-10 13:24:40.663525,Attended,0.0,2025-10-14 00:00:00.841435,2025-10-14 00:57:00.841435
EN00002116,MEM000515,CI0000208,2025-10-11 00:10:51.556862,Attended,0.0,2025-10-14 00:00:00.585381,2025-10-14 01:59:00.585381
EN00002117,MEM001793,CI0000208,2025-10-11 22:05:47.987322,Attended,0.0,2025-10-14 00:00:00.673805,2025-10-14 01:33:00.673805
EN00002118,MEM001716,CI0000208,2025-10-13 03:27:49.160348,Attended,0.0,2025-10-14 00:00:00.451385,2025-10-14 01:39:00.451385
EN00002119,MEM000309,CI0000208,2025-10-06 08:51:39.546646,Attended,0.0,2025-10-14 00:00:00.546694,2025-10-14 00:49:00.546694
EN00002120,MEM000524,CI0000208,2025-10-11 07:50:14.073153,Attended,0.0,2025-10-14 00:00:00.730055,2025-10-14 00:58:00.730055
EN00002121,MEM001303,CI0000208,2025-10-12 09:58:16.662628,Attended,0.0,2025-10-14 00:00:00.962126,2025-10-14 02:00:00.962126
EN00002122,MEM000871,CI0000208,2025-10-11 19:21:15.135404,No Show,0.0,,
EN00002123,MEM001347,CI0000209,2025-10-12 13:52:52.761906,Attended,0.0,2025-10-14 00:00:00.201419,2025-10-14 01:27:00.201419
EN00002124,MEM001811,CI0000209,2025-10-09 23:14:03.229053,Attended,0.0,2025-10-14 00:00:00.155598,2025-10-14 01:06:00.155598
EN00002125,MEM000198,CI0000209,2025-10-13 15:51:18.564533,Attended,0.0,2025-10-14 00:00:00.169545,2025-10-14 01:47:00.169545
EN00002126,MEM000179,CI0000209,2025-10-09 07:00:33.636283,Attended,0.0,2025-10-14 00:00:00.747201,2025-10-14 01:16:00.747201
EN00002127,MEM000816,CI0000209,2025-10-11 14:50:43.061457,Attended,0.0,2025-10-14 00:00:00.391668,2025-10-14 01:08:00.391668
EN00002128,MEM001910,CI0000209,2025-10-12 12:00:45.210724,Attended,0.0,2025-10-14 00:00:00.508475,2025-10-14 01:29:00.508475
EN00002129,MEM000125,CI0000209,2025-10-10 18:38:50.971051,Attended,0.0,2025-10-14 00:00:00.231465,2025-10-14 01:50:00.231465
EN00002130,MEM001364,CI0000209,2025-10-09 16:17:44.312032,Attended,0.0,2025-10-14 00:00:00.822145,2025-10-14 00:53:00.822145
EN00002131,MEM000805,CI0000209,2025-10-11 04:55:40.278566,Attended,0.0,2025-10-14 00:00:00.933170,2025-10-14 01:23:00.933170
EN00002132,MEM001814,CI0000209,2025-10-10 15:56:12.124007,Attended,0.0,2025-10-14 00:00:00.865327,2025-10-14 01:46:00.865327
EN00002133,MEM000849,CI0000209,2025-10-05 16:52:14.521031,Attended,0.0,2025-10-14 00:00:00.656166,2025-10-14 01:05:00.656166
EN00002134,MEM001749,CI0000209,2025-10-05 15:38:53.362290,Attended,0.0,2025-10-14 00:00:00.707780,2025-10-14 01:04:00.707780
EN00002135,MEM001418,CI0000209,2025-10-12 05:35:59.319600,Attended,0.0,2025-10-14 00:00:00.698785,2025-10-14 02:00:00.698785
EN00002136,MEM000788,CI0000209,2025-10-07 15:57:53.108875,No Show,0.0,,
EN00002137,MEM001937,CI0000210,2025-10-09 10:55:02.994360,Attended,0.0,2025-10-14 00:00:00.113040,2025-10-14 00:51:00.113040
EN00002138,MEM000481,CI0000210,2025-10-12 05:16:52.106319,Attended,0.0,2025-10-14 00:00:00.074094,2025-10-14 01:58:00.074094
EN00002139,MEM000831,CI0000210,2025-10-09 00:55:03.855974,Attended,0.0,2025-10-14 00:00:00.931284,2025-10-14 01:53:00.931284
EN00002140,MEM000839,CI0000210,2025-10-09 07:15:24.427830,Attended,0.0,2025-10-14 00:00:00.684072,2025-10-14 01:35:00.684072
EN00002141,MEM000355,CI0000210,2025-10-08 16:22:05.112640,Attended,0.0,2025-10-14 00:00:00.239033,2025-10-14 01:54:00.239033
EN00002142,MEM000619,CI0000210,2025-10-12 02:30:23.843420,Attended,0.0,2025-10-14 00:00:00.030238,2025-10-14 01:54:00.030238
EN00002143,MEM000316,CI0000210,2025-10-12 04:43:38.255484,Attended,0.0,2025-10-14 00:00:00.317788,2025-10-14 01:41:00.317788
EN00002144,MEM001362,CI0000210,2025-10-12 10:31:43.196959,Attended,0.0,2025-10-14 00:00:00.830573,2025-10-14 01:57:00.830573
EN00002145,MEM001845,CI0000210,2025-10-11 09:26:39.583269,Attended,0.0,2025-10-14 00:00:00.303931,2025-10-14 01:44:00.303931
EN00002146,MEM001574,CI0000210,2025-10-12 21:06:48.091688,Attended,0.0,2025-10-14 00:00:00.166066,2025-10-14 01:33:00.166066
EN00002147,MEM001448,CI0000210,2025-10-12 13:56:11.004873,Attended,0.0,2025-10-14 00:00:00.939057,2025-10-14 00:59:00.939057
EN00002148,MEM000570,CI0000210,2025-10-12 16:28:09.510869,No Show,0.0,,
EN00002149,MEM000281,CI0000210,2025-10-10 01:48:53.958301,No Show,0.0,,
EN00002150,MEM001667,CI0000211,2025-10-09 16:44:47.191564,Attended,0.0,2025-10-14 00:00:00.936279,2025-10-14 00:50:00.936279
EN00002151,MEM001185,CI0000211,2025-10-11 21:27:15.683884,Attended,0.0,2025-10-14 00:00:00.647495,2025-10-14 01:09:00.647495
EN00002152,MEM000119,CI0000211,2025-10-10 15:15:19.398140,Attended,0.0,2025-10-14 00:00:00.298371,2025-10-14 02:00:00.298371
EN00002153,MEM001160,CI0000211,2025-10-09 04:23:09.974995,Attended,0.0,2025-10-14 00:00:00.109085,2025-10-14 01:36:00.109085
EN00002154,MEM000252,CI0000211,2025-10-13 10:30:30.249710,Attended,0.0,2025-10-14 00:00:00.828201,2025-10-14 01:18:00.828201
EN00002155,MEM001091,CI0000211,2025-10-09 01:20:39.969691,Attended,0.0,2025-10-14 00:00:00.277934,2025-10-14 00:57:00.277934
EN00002156,MEM001199,CI0000211,2025-10-10 13:00:19.293697,Attended,0.0,2025-10-14 00:00:00.155581,2025-10-14 01:44:00.155581
EN00002157,MEM000003,CI0000211,2025-10-08 21:10:51.335674,Attended,0.0,2025-10-14 00:00:00.319975,2025-10-14 01:31:00.319975
EN00002158,MEM001645,CI0000211,2025-10-07 20:43:25.374873,Attended,0.0,2025-10-14 00:00:00.474661,2025-10-14 01:51:00.474661
EN00002159,MEM000868,CI0000212,2025-10-12 22:32:07.872363,Attended,0.0,2025-10-14 00:00:00.347904,2025-10-14 01:43:00.347904
EN00002160,MEM000264,CI0000212,2025-10-11 11:02:37.213021,Attended,0.0,2025-10-14 00:00:00.193472,2025-10-14 00:47:00.193472
EN00002161,MEM001250,CI0000212,2025-10-13 06:27:37.324032,Attended,0.0,2025-10-14 00:00:00.421523,2025-10-14 01:36:00.421523
EN00002162,MEM000827,CI0000212,2025-10-14 00:00:00.604195,Attended,0.0,2025-10-14 00:00:00.275200,2025-10-14 01:12:00.275200
EN00002163,MEM001773,CI0000213,2025-10-08 13:58:34.898852,Attended,0.0,2025-10-14 00:00:00.340339,2025-10-14 01:28:00.340339
EN00002164,MEM000655,CI0000213,2025-10-10 23:18:10.792557,Attended,0.0,2025-10-14 00:00:00.228966,2025-10-14 01:46:00.228966
EN00002165,MEM000757,CI0000213,2025-10-11 06:10:13.904858,Attended,0.0,2025-10-14 00:00:00.246857,2025-10-14 00:50:00.246857
EN00002166,MEM001442,CI0000213,2025-10-10 02:29:11.459127,Attended,0.0,2025-10-14 00:00:00.689798,2025-10-14 01:04:00.689798
EN00002167,MEM000891,CI0000213,2025-10-10 15:53:10.338306,Attended,0.0,2025-10-14 00:00:00.814834,2025-10-14 01:34:00.814834
EN00002168,MEM000047,CI0000213,2025-10-12 17:52:06.986121,Attended,0.0,2025-10-14 00:00:00.961225,2025-10-14 00:50:00.961225
EN00002169,MEM001206,CI0000213,2025-10-14 00:00:00.595010,Attended,0.0,2025-10-14 00:00:00.855886,2025-10-14 01:07:00.855886
EN00002170,MEM000547,CI0000213,2025-10-12 17:11:58.047088,No Show,0.0,,
EN00002171,MEM001745,CI0000214,2025-10-12 22:37:21.837682,Attended,0.0,2025-10-14 00:00:00.382738,2025-10-14 01:23:00.382738
EN00002172,MEM000522,CI0000214,2025-10-11 14:28:27.786216,Attended,0.0,2025-10-14 00:00:00.364297,2025-10-14 01:18:00.364297
EN00002173,MEM001800,CI0000214,2025-10-13 07:38:46.400114,Attended,0.0,2025-10-14 00:00:00.151729,2025-10-14 01:43:00.151729
EN00002174,MEM000282,CI0000214,2025-10-12 07:15:05.108479,Attended,0.0,2025-10-14 00:00:00.494062,2025-10-14 01:15:00.494062
EN00002175,MEM001051,CI0000214,2025-10-12 01:52:12.837947,Attended,0.0,2025-10-14 00:00:00.272993,2025-10-14 00:56:00.272993
EN00002176,MEM000170,CI0000214,2025-10-11 06:47:52.370865,Attended,0.0,2025-10-14 00:00:00.412469,2025-10-14 01:54:00.412469
EN00002177,MEM000667,CI0000214,2025-10-07 12:47:02.490498,Attended,0.0,2025-10-14 00:00:00.487714,2025-10-14 01:00:00.487714
EN00002178,MEM000112,CI0000215,2025-10-11 17:08:09.261158,Attended,0.0,2025-10-14 00:00:00.243591,2025-10-14 00:58:00.243591
EN00002179,MEM001349,CI0000215,2025-10-08 23:05:23.623607,Attended,0.0,2025-10-14 00:00:00.068957,2025-10-14 00:54:00.068957
EN00002180,MEM000562,CI0000215,2025-10-07 07:23:10.160383,Attended,0.0,2025-10-14 00:00:00.707789,2025-10-14 01:08:00.707789
EN00002181,MEM001943,CI0000215,2025-10-10 03:30:24.179895,Attended,0.0,2025-10-14 00:00:00.985351,2025-10-14 01:16:00.985351
EN00002182,MEM001204,CI0000215,2025-10-10 23:27:00.443463,Attended,0.0,2025-10-14 00:00:00.116943,2025-10-14 01:48:00.116943
EN00002183,MEM000330,CI0000216,2025-10-11 09:53:58.171798,Attended,0.0,2025-10-14 00:00:00.561263,2025-10-14 01:02:00.561263
EN00002184,MEM000986,CI0000216,2025-10-12 04:45:33.644391,Attended,0.0,2025-10-14 00:00:00.542574,2025-10-14 01:18:00.542574
EN00002185,MEM001814,CI0000216,2025-10-08 06:56:26.587425,Attended,0.0,2025-10-14 00:00:00.774995,2025-10-14 01:50:00.774995
EN00002186,MEM000493,CI0000216,2025-10-13 07:38:36.920274,Attended,0.0,2025-10-14 00:00:00.768504,2025-10-14 01:57:00.768504
EN00002187,MEM001510,CI0000216,2025-10-10 22:25:19.171848,Attended,0.0,2025-10-14 00:00:00.889509,2025-10-14 01:02:00.889509
EN00002188,MEM000883,CI0000216,2025-10-12 01:43:44.870346,Attended,0.0,2025-10-14 00:00:00.646898,2025-10-14 01:17:00.646898
EN00002189,MEM000990,CI0000216,2025-10-12 12:24:03.387188,Attended,0.0,2025-10-14 00:00:00.773175,2025-10-14 01:09:00.773175
EN00002190,MEM000935,CI0000216,2025-10-10 23:33:49.556509,Attended,0.0,2025-10-14 00:00:00.015882,2025-10-14 01:17:00.015882
EN00002191,MEM001142,CI0000216,2025-10-13 09:50:34.132733,Attended,0.0,2025-10-14 00:00:00.873642,2025-10-14 01:57:00.873642
EN00002192,MEM001736,CI0000216,2025-10-13 12:54:46.928956,No Show,0.0,,
EN00002193,MEM000955,CI0000217,2025-10-06 11:22:05.535655,Attended,0.0,2025-10-14 00:00:00.061277,2025-10-14 01:39:00.061277
EN00002194,MEM000010,CI0000217,2025-10-10 19:58:29.901498,Attended,0.0,2025-10-14 00:00:00.958103,2025-10-14 01:24:00.958103
